review_id,rating,review_text,review_date,reviewer_name,branch_name,category,sentiment_manual
4110,3,Loved the desserts here! Coffee was perfect.,8/22/2024,Naveen,"ChaiCofi, Kochi",,
4111,3,Small portions. Price doesn’t match quality.,12/17/2024,Gayathri,"ChaiCofi, Kochi",,
4112,4,Service was slow and the food was cold when served.,3/20/2024,Fathima,"ChaiCofi, Kochi",,
4113,1,Small portions. Price doesn’t match quality.,6/19/2024,Priya,"French Toast, Panampilly",,
4114,4,Perfect spot for brunch. Peaceful and aesthetic.,2/27/2025,Arjun,"ChaiCofi, Kochi",,
4115,2,Loved the desserts here! Coffee was perfect.,12/18/2024,Joseph,"Bloomsbury's, Kakkanad",,
4116,4,Great food and lovely ambience. Service was quick.,2/18/2025,Anu,"ChaiCofi, Kochi",,
4117,5,One of the best cafés in Kochi. Highly recommended!,12/3/2024,Deepa,"Kashi Art Café, Fort Kochi",,
4118,1,Small portions. Price doesn’t match quality.,8/26/2024,Anjana,"Bloomsbury's, Kakkanad",,
4119,1,Perfect spot for brunch. Peaceful and aesthetic.,3/19/2025,Joel,"Kashi Art Café, Fort Kochi",,
4120,2,Crowded but food quality is really good.,1/8/2025,Rohit,"Kashi Art Café, Fort Kochi",,
4121,4,One of the best cafés in Kochi. Highly recommended!,2/9/2025,Sandeep,"French Toast, Panampilly",,
4122,1,Crowded but food quality is really good.,9/28/2024,Priya,"French Toast, Panampilly",,
4123,1,Crowded but food quality is really good.,8/1/2024,Vishnu,"French Toast, Panampilly",,
4124,1,Amazing place to chill. Strong coffee and good music.,2/13/2025,Tina,"ChaiCofi, Kochi",,
4125,3,Not worth the hype. Staff seemed uninterested.,4/7/2024,Manu,"French Toast, Panampilly",,
4126,5,Loved the desserts here! Coffee was perfect.,5/9/2024,Priya,"ChaiCofi, Kochi",,
4127,1,Small portions. Price doesn’t match quality.,6/23/2024,Joseph,"Bloomsbury's, Kakkanad",,
4128,4,Amazing place to chill. Strong coffee and good music.,11/15/2024,Anjana,"ChaiCofi, Kochi",,
4129,2,Very average experience. Overpriced for the portion size.,3/23/2024,Sneha,"Bloomsbury's, Kakkanad",,
4130,4,Very average experience. Overpriced for the portion size.,12/26/2024,Gokul,"ChaiCofi, Kochi",,
4131,3,Great food and lovely ambience. Service was quick.,4/18/2024,Arjun,"French Toast, Panampilly",,
4132,2,Amazing place to chill. Strong coffee and good music.,7/4/2024,Sneha,"ChaiCofi, Kochi",,
4133,5,Not worth the hype. Staff seemed uninterested.,7/22/2024,Kiran,"Kashi Art Café, Fort Kochi",,
4134,4,Great food and lovely ambience. Service was quick.,8/20/2024,Priya,"Bloomsbury's, Kakkanad",,
4135,5,Perfect spot for brunch. Peaceful and aesthetic.,6/18/2024,Lekshmi,"Kashi Art Café, Fort Kochi",,
4136,2,Perfect spot for brunch. Peaceful and aesthetic.,9/19/2024,Manu,"French Toast, Panampilly",,
4137,4,Service was slow and the food was cold when served.,10/28/2024,Naveen,"French Toast, Panampilly",,
4138,5,Loved the desserts here! Coffee was perfect.,11/30/2024,Anu,"ChaiCofi, Kochi",,
4139,5,Amazing place to chill. Strong coffee and good music.,10/16/2024,Sandeep,"Bloomsbury's, Kakkanad",,
4140,1,Small portions. Price doesn’t match quality.,4/14/2024,Naveen,"French Toast, Panampilly",,
4141,3,Great food and lovely ambience. Service was quick.,4/26/2024,Naveen,"Bloomsbury's, Kakkanad",,
4142,3,Service was slow and the food was cold when served.,4/15/2024,Rahul,"ChaiCofi, Kochi",,
4143,5,Crowded but food quality is really good.,8/22/2024,Akshay,"French Toast, Panampilly",,
4144,1,Small portions. Price doesn’t match quality.,7/22/2024,Naveen,"Bloomsbury's, Kakkanad",,
4145,5,Not worth the hype. Staff seemed uninterested.,5/20/2024,Akshay,"Kashi Art Café, Fort Kochi",,
4146,1,Service was slow and the food was cold when served.,10/20/2024,Harish,"Bloomsbury's, Kakkanad",,
4147,2,Small portions. Price doesn’t match quality.,1/6/2024,Priya,"Kashi Art Café, Fort Kochi",,
4148,1,Not worth the hype. Staff seemed uninterested.,7/13/2024,Rahul,"ChaiCofi, Kochi",,
4149,5,Loved the desserts here! Coffee was perfect.,3/10/2025,Adarsh,"French Toast, Panampilly",,
4150,3,Great food and lovely ambience. Service was quick.,7/24/2024,Sandeep,"French Toast, Panampilly",,
4151,3,Perfect spot for brunch. Peaceful and aesthetic.,3/2/2024,Naveen,"Bloomsbury's, Kakkanad",,
4152,2,Very average experience. Overpriced for the portion size.,3/1/2024,Arjun,"Bloomsbury's, Kakkanad",,
4153,1,Perfect spot for brunch. Peaceful and aesthetic.,5/7/2024,Ritu,"Bloomsbury's, Kakkanad",,
4154,1,Perfect spot for brunch. Peaceful and aesthetic.,5/10/2024,Nikhil,"French Toast, Panampilly",,
4155,5,One of the best cafés in Kochi. Highly recommended!,8/7/2024,Gayathri,"French Toast, Panampilly",,
4156,5,Great food and lovely ambience. Service was quick.,2/27/2025,Ritu,"French Toast, Panampilly",,
4157,1,Crowded but food quality is really good.,6/7/2024,Ritu,"Kashi Art Café, Fort Kochi",,
4158,1,Not worth the hype. Staff seemed uninterested.,5/28/2024,Naveen,"French Toast, Panampilly",,
4159,3,Amazing place to chill. Strong coffee and good music.,2/12/2024,Lekshmi,"French Toast, Panampilly",,
4160,4,Crowded but food quality is really good.,11/27/2024,Joseph,"French Toast, Panampilly",,
4161,3,Amazing place to chill. Strong coffee and good music.,4/15/2024,Saniya,"Kashi Art Café, Fort Kochi",,
4162,1,One of the best cafés in Kochi. Highly recommended!,11/22/2024,Harish,"French Toast, Panampilly",,
4163,4,Not worth the hype. Staff seemed uninterested.,1/9/2025,Gokul,"ChaiCofi, Kochi",,
4164,1,Great food and lovely ambience. Service was quick.,2/1/2025,Rohit,"French Toast, Panampilly",,
4165,4,Small portions. Price doesn’t match quality.,1/3/2025,Anjana,"ChaiCofi, Kochi",,
4166,3,Crowded but food quality is really good.,3/16/2024,Vishnu,"Bloomsbury's, Kakkanad",,
4167,1,Small portions. Price doesn’t match quality.,1/17/2024,Gayathri,"French Toast, Panampilly",,
4168,5,Very average experience. Overpriced for the portion size.,2/22/2024,Joel,"Kashi Art Café, Fort Kochi",,
4169,4,Small portions. Price doesn’t match quality.,12/28/2024,Tina,"Kashi Art Café, Fort Kochi",,
4170,1,Not worth the hype. Staff seemed uninterested.,9/10/2024,Fathima,"French Toast, Panampilly",,
4171,5,Great food and lovely ambience. Service was quick.,8/13/2024,Priya,"Kashi Art Café, Fort Kochi",,
4172,1,Perfect spot for brunch. Peaceful and aesthetic.,12/26/2024,Akshay,"Kashi Art Café, Fort Kochi",,
4173,4,Small portions. Price doesn’t match quality.,9/30/2024,Merin,"ChaiCofi, Kochi",,
4174,1,Loved the desserts here! Coffee was perfect.,1/28/2025,Akshay,"Bloomsbury's, Kakkanad",,
4175,1,One of the best cafés in Kochi. Highly recommended!,1/12/2024,Deepa,"ChaiCofi, Kochi",,
4176,3,Service was slow and the food was cold when served.,3/24/2025,Joel,"French Toast, Panampilly",,
4177,5,Not worth the hype. Staff seemed uninterested.,12/19/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
4178,2,Small portions. Price doesn’t match quality.,3/6/2024,Fathima,"French Toast, Panampilly",,
4179,3,Not worth the hype. Staff seemed uninterested.,3/7/2025,Joseph,"ChaiCofi, Kochi",,
4180,2,One of the best cafés in Kochi. Highly recommended!,7/1/2024,Rahul,"ChaiCofi, Kochi",,
4181,5,Service was slow and the food was cold when served.,4/16/2024,Kiran,"Kashi Art Café, Fort Kochi",,
4182,4,Amazing place to chill. Strong coffee and good music.,12/18/2024,Harish,"Kashi Art Café, Fort Kochi",,
4183,5,Very average experience. Overpriced for the portion size.,4/29/2024,Manu,"ChaiCofi, Kochi",,
4184,1,Small portions. Price doesn’t match quality.,10/11/2024,Akshay,"Bloomsbury's, Kakkanad",,
4185,5,Great food and lovely ambience. Service was quick.,6/20/2024,Saniya,"Bloomsbury's, Kakkanad",,
4186,5,Loved the desserts here! Coffee was perfect.,4/19/2024,Ramesh,"French Toast, Panampilly",,
4187,4,Amazing place to chill. Strong coffee and good music.,1/19/2024,Rahul,"Kashi Art Café, Fort Kochi",,
4188,4,Loved the desserts here! Coffee was perfect.,11/16/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
4189,5,Very average experience. Overpriced for the portion size.,5/21/2024,Joseph,"French Toast, Panampilly",,
4190,5,One of the best cafés in Kochi. Highly recommended!,4/15/2024,Fathima,"Bloomsbury's, Kakkanad",,
4191,4,Loved the desserts here! Coffee was perfect.,11/26/2024,Naveen,"Kashi Art Café, Fort Kochi",,
4192,3,One of the best cafés in Kochi. Highly recommended!,10/2/2024,Joseph,"French Toast, Panampilly",,
4193,4,Not worth the hype. Staff seemed uninterested.,7/21/2024,Harish,"Kashi Art Café, Fort Kochi",,
4194,4,Great food and lovely ambience. Service was quick.,12/3/2024,Sandeep,"Bloomsbury's, Kakkanad",,
4195,5,One of the best cafés in Kochi. Highly recommended!,3/19/2024,Kiran,"Kashi Art Café, Fort Kochi",,
4196,2,Great food and lovely ambience. Service was quick.,3/15/2025,Alina,"Bloomsbury's, Kakkanad",,
4197,3,Amazing place to chill. Strong coffee and good music.,1/5/2025,Saniya,"French Toast, Panampilly",,
4198,2,Crowded but food quality is really good.,8/23/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
4199,3,Service was slow and the food was cold when served.,6/29/2024,Manu,"French Toast, Panampilly",,
4200,3,Perfect spot for brunch. Peaceful and aesthetic.,2/2/2025,Manu,"French Toast, Panampilly",,
4201,1,Not worth the hype. Staff seemed uninterested.,5/24/2024,Kiran,"ChaiCofi, Kochi",,
4202,3,One of the best cafés in Kochi. Highly recommended!,1/17/2024,Sneha,"ChaiCofi, Kochi",,
4203,3,Loved the desserts here! Coffee was perfect.,3/4/2025,Merin,"Bloomsbury's, Kakkanad",,
4204,5,Service was slow and the food was cold when served.,3/4/2024,Kiran,"French Toast, Panampilly",,
4205,4,Crowded but food quality is really good.,10/1/2024,Saniya,"Kashi Art Café, Fort Kochi",,
4206,1,Small portions. Price doesn’t match quality.,1/22/2024,Ramesh,"Bloomsbury's, Kakkanad",,
4207,2,Crowded but food quality is really good.,8/9/2024,Alina,"ChaiCofi, Kochi",,
4208,2,Crowded but food quality is really good.,12/21/2024,Saniya,"ChaiCofi, Kochi",,
4209,3,Loved the desserts here! Coffee was perfect.,1/31/2024,Deepa,"Bloomsbury's, Kakkanad",,
4210,1,Loved the desserts here! Coffee was perfect.,8/27/2024,Gayathri,"Bloomsbury's, Kakkanad",,
4211,1,Loved the desserts here! Coffee was perfect.,3/4/2025,Gayathri,"Kashi Art Café, Fort Kochi",,
4212,5,Loved the desserts here! Coffee was perfect.,10/24/2024,Saniya,"Bloomsbury's, Kakkanad",,
4213,1,Amazing place to chill. Strong coffee and good music.,11/28/2024,Sandeep,"French Toast, Panampilly",,
4214,4,Crowded but food quality is really good.,7/16/2024,Manu,"French Toast, Panampilly",,
4215,3,Very average experience. Overpriced for the portion size.,12/31/2024,Adarsh,"ChaiCofi, Kochi",,
4216,2,Crowded but food quality is really good.,12/25/2024,Fathima,"Kashi Art Café, Fort Kochi",,
4217,3,One of the best cafés in Kochi. Highly recommended!,4/12/2024,Sneha,"French Toast, Panampilly",,
4218,1,One of the best cafés in Kochi. Highly recommended!,1/24/2024,Lekshmi,"ChaiCofi, Kochi",,
4219,2,One of the best cafés in Kochi. Highly recommended!,1/19/2025,Vishnu,"Bloomsbury's, Kakkanad",,
4220,2,Very average experience. Overpriced for the portion size.,12/17/2024,Deepa,"French Toast, Panampilly",,
4221,3,Loved the desserts here! Coffee was perfect.,1/30/2025,Gokul,"ChaiCofi, Kochi",,
4222,2,Small portions. Price doesn’t match quality.,4/5/2024,Gokul,"ChaiCofi, Kochi",,
4223,1,Crowded but food quality is really good.,4/1/2024,Saniya,"French Toast, Panampilly",,
4224,1,Service was slow and the food was cold when served.,2/10/2025,Fathima,"French Toast, Panampilly",,
4225,2,Great food and lovely ambience. Service was quick.,8/1/2024,Ritu,"ChaiCofi, Kochi",,
4226,5,Service was slow and the food was cold when served.,2/18/2024,Rahul,"Kashi Art Café, Fort Kochi",,
4227,1,Very average experience. Overpriced for the portion size.,3/20/2024,Arjun,"ChaiCofi, Kochi",,
4228,1,Very average experience. Overpriced for the portion size.,5/12/2024,Anjana,"French Toast, Panampilly",,
4229,3,Very average experience. Overpriced for the portion size.,3/24/2024,Anu,"Kashi Art Café, Fort Kochi",,
4230,3,Service was slow and the food was cold when served.,12/27/2024,Joel,"Bloomsbury's, Kakkanad",,
4231,2,Not worth the hype. Staff seemed uninterested.,10/16/2024,Harish,"Kashi Art Café, Fort Kochi",,
4232,4,Service was slow and the food was cold when served.,10/9/2024,Gayathri,"Kashi Art Café, Fort Kochi",,
4233,3,Great food and lovely ambience. Service was quick.,3/7/2025,Harish,"ChaiCofi, Kochi",,
4234,2,Service was slow and the food was cold when served.,1/31/2024,Naveen,"French Toast, Panampilly",,
4235,1,Amazing place to chill. Strong coffee and good music.,12/25/2024,Tina,"French Toast, Panampilly",,
4236,1,Perfect spot for brunch. Peaceful and aesthetic.,8/4/2024,Lekshmi,"Kashi Art Café, Fort Kochi",,
4237,3,Amazing place to chill. Strong coffee and good music.,3/10/2024,Joel,"French Toast, Panampilly",,
4238,1,Amazing place to chill. Strong coffee and good music.,9/21/2024,Tina,"Kashi Art Café, Fort Kochi",,
4239,1,Perfect spot for brunch. Peaceful and aesthetic.,1/5/2024,Gokul,"French Toast, Panampilly",,
4240,1,Crowded but food quality is really good.,12/9/2024,Joel,"ChaiCofi, Kochi",,
4241,2,Perfect spot for brunch. Peaceful and aesthetic.,11/30/2024,Ramesh,"ChaiCofi, Kochi",,
4242,5,Loved the desserts here! Coffee was perfect.,5/31/2024,Adarsh,"Kashi Art Café, Fort Kochi",,
4243,3,Service was slow and the food was cold when served.,12/24/2024,Sneha,"French Toast, Panampilly",,
4244,1,Perfect spot for brunch. Peaceful and aesthetic.,8/6/2024,Vishnu,"Kashi Art Café, Fort Kochi",,
4245,1,Service was slow and the food was cold when served.,1/1/2025,Priya,"French Toast, Panampilly",,
4246,1,Not worth the hype. Staff seemed uninterested.,2/13/2025,Lekshmi,"ChaiCofi, Kochi",,
4247,3,Crowded but food quality is really good.,1/29/2024,Anjana,"ChaiCofi, Kochi",,
4248,5,Very average experience. Overpriced for the portion size.,12/20/2024,Arjun,"Kashi Art Café, Fort Kochi",,
4249,1,One of the best cafés in Kochi. Highly recommended!,6/14/2024,Priya,"ChaiCofi, Kochi",,
4250,5,Not worth the hype. Staff seemed uninterested.,1/14/2025,Arjun,"Bloomsbury's, Kakkanad",,
4251,5,Service was slow and the food was cold when served.,9/9/2024,Arjun,"Kashi Art Café, Fort Kochi",,
4252,4,Not worth the hype. Staff seemed uninterested.,2/9/2024,Saniya,"French Toast, Panampilly",,
4253,4,Not worth the hype. Staff seemed uninterested.,10/27/2024,Lekshmi,"Bloomsbury's, Kakkanad",,
4254,2,One of the best cafés in Kochi. Highly recommended!,3/19/2024,Rohit,"Bloomsbury's, Kakkanad",,
4255,5,Crowded but food quality is really good.,7/23/2024,Naveen,"Bloomsbury's, Kakkanad",,
4256,1,Perfect spot for brunch. Peaceful and aesthetic.,12/16/2024,Kiran,"Bloomsbury's, Kakkanad",,
4257,3,Very average experience. Overpriced for the portion size.,11/15/2024,Joel,"ChaiCofi, Kochi",,
4258,2,Very average experience. Overpriced for the portion size.,8/14/2024,Gayathri,"Bloomsbury's, Kakkanad",,
4259,4,Very average experience. Overpriced for the portion size.,5/8/2024,Vishnu,"Bloomsbury's, Kakkanad",,
4260,4,Very average experience. Overpriced for the portion size.,1/3/2025,Nikhil,"Kashi Art Café, Fort Kochi",,
4261,5,Small portions. Price doesn’t match quality.,8/30/2024,Tina,"ChaiCofi, Kochi",,
4262,3,Small portions. Price doesn’t match quality.,5/30/2024,Arjun,"ChaiCofi, Kochi",,
4263,1,Small portions. Price doesn’t match quality.,1/13/2025,Akshay,"Bloomsbury's, Kakkanad",,
4264,1,Not worth the hype. Staff seemed uninterested.,5/21/2024,Gokul,"ChaiCofi, Kochi",,
4265,3,One of the best cafés in Kochi. Highly recommended!,1/12/2025,Priya,"Kashi Art Café, Fort Kochi",,
4266,4,Small portions. Price doesn’t match quality.,11/10/2024,Sandeep,"Bloomsbury's, Kakkanad",,
4267,1,Crowded but food quality is really good.,7/29/2024,Gayathri,"ChaiCofi, Kochi",,
4268,3,One of the best cafés in Kochi. Highly recommended!,10/15/2024,Saniya,"ChaiCofi, Kochi",,
4269,2,Perfect spot for brunch. Peaceful and aesthetic.,5/28/2024,Arjun,"ChaiCofi, Kochi",,
4270,2,Amazing place to chill. Strong coffee and good music.,1/8/2024,Mariya,"Kashi Art Café, Fort Kochi",,
4271,5,Loved the desserts here! Coffee was perfect.,2/8/2024,Merin,"ChaiCofi, Kochi",,
4272,1,Crowded but food quality is really good.,2/20/2024,Arjun,"Bloomsbury's, Kakkanad",,
4273,1,Crowded but food quality is really good.,10/15/2024,Arjun,"Bloomsbury's, Kakkanad",,
4274,4,Loved the desserts here! Coffee was perfect.,6/13/2024,Arjun,"Kashi Art Café, Fort Kochi",,
4275,4,Crowded but food quality is really good.,7/7/2024,Tina,"Bloomsbury's, Kakkanad",,
4276,1,Loved the desserts here! Coffee was perfect.,5/3/2024,Gayathri,"Bloomsbury's, Kakkanad",,
4277,1,Very average experience. Overpriced for the portion size.,7/6/2024,Joseph,"Kashi Art Café, Fort Kochi",,
4278,5,Crowded but food quality is really good.,12/5/2024,Gokul,"French Toast, Panampilly",,
4279,4,Crowded but food quality is really good.,5/13/2024,Gayathri,"French Toast, Panampilly",,
4280,4,Loved the desserts here! Coffee was perfect.,3/21/2024,Merin,"French Toast, Panampilly",,
4281,3,Crowded but food quality is really good.,4/10/2024,Priya,"Kashi Art Café, Fort Kochi",,
4282,2,Service was slow and the food was cold when served.,6/27/2024,Manu,"French Toast, Panampilly",,
4283,2,Amazing place to chill. Strong coffee and good music.,12/18/2024,Arjun,"French Toast, Panampilly",,
4284,1,Very average experience. Overpriced for the portion size.,7/29/2024,Vishnu,"French Toast, Panampilly",,
4285,5,One of the best cafés in Kochi. Highly recommended!,2/10/2024,Fathima,"Bloomsbury's, Kakkanad",,
4286,5,Great food and lovely ambience. Service was quick.,11/16/2024,Sandeep,"Bloomsbury's, Kakkanad",,
4287,4,Service was slow and the food was cold when served.,9/14/2024,Harish,"Kashi Art Café, Fort Kochi",,
4288,5,One of the best cafés in Kochi. Highly recommended!,3/2/2025,Anjana,"French Toast, Panampilly",,
4289,2,Small portions. Price doesn’t match quality.,12/21/2024,Gayathri,"French Toast, Panampilly",,
4290,2,Crowded but food quality is really good.,7/26/2024,Harish,"Bloomsbury's, Kakkanad",,
4291,4,Very average experience. Overpriced for the portion size.,7/8/2024,Anjana,"French Toast, Panampilly",,
4292,2,Very average experience. Overpriced for the portion size.,3/19/2024,Mariya,"French Toast, Panampilly",,
4293,5,Not worth the hype. Staff seemed uninterested.,7/10/2024,Vishnu,"Kashi Art Café, Fort Kochi",,
4294,1,Amazing place to chill. Strong coffee and good music.,8/12/2024,Gayathri,"French Toast, Panampilly",,
4295,4,One of the best cafés in Kochi. Highly recommended!,1/2/2025,Priya,"ChaiCofi, Kochi",,
4296,3,Not worth the hype. Staff seemed uninterested.,3/5/2024,Merin,"ChaiCofi, Kochi",,
4297,4,Crowded but food quality is really good.,2/10/2025,Arjun,"Bloomsbury's, Kakkanad",,
4298,2,Not worth the hype. Staff seemed uninterested.,1/2/2025,Anjana,"Kashi Art Café, Fort Kochi",,
4299,2,Very average experience. Overpriced for the portion size.,5/7/2024,Deepa,"Bloomsbury's, Kakkanad",,
4300,3,Service was slow and the food was cold when served.,11/24/2024,Tina,"Kashi Art Café, Fort Kochi",,
4301,3,Perfect spot for brunch. Peaceful and aesthetic.,7/31/2024,Nikhil,"French Toast, Panampilly",,
4302,5,Small portions. Price doesn’t match quality.,5/10/2024,Saniya,"French Toast, Panampilly",,
4303,3,Service was slow and the food was cold when served.,11/22/2024,Harish,"Kashi Art Café, Fort Kochi",,
4304,5,Crowded but food quality is really good.,12/13/2024,Ramesh,"ChaiCofi, Kochi",,
4305,5,Amazing place to chill. Strong coffee and good music.,8/4/2024,Anu,"Bloomsbury's, Kakkanad",,
4306,1,Very average experience. Overpriced for the portion size.,2/20/2025,Fathima,"Kashi Art Café, Fort Kochi",,
4307,4,Crowded but food quality is really good.,2/8/2024,Anjana,"ChaiCofi, Kochi",,
4308,5,Small portions. Price doesn’t match quality.,8/2/2024,Adarsh,"Bloomsbury's, Kakkanad",,
4309,5,Perfect spot for brunch. Peaceful and aesthetic.,11/10/2024,Fathima,"Bloomsbury's, Kakkanad",,
4310,1,Not worth the hype. Staff seemed uninterested.,2/2/2024,Harish,"Kashi Art Café, Fort Kochi",,
4311,2,Perfect spot for brunch. Peaceful and aesthetic.,9/12/2024,Naveen,"Kashi Art Café, Fort Kochi",,
4312,2,Great food and lovely ambience. Service was quick.,12/19/2024,Harish,"Kashi Art Café, Fort Kochi",,
4313,5,Small portions. Price doesn’t match quality.,1/24/2024,Priya,"ChaiCofi, Kochi",,
4314,5,Very average experience. Overpriced for the portion size.,5/8/2024,Nikhil,"Bloomsbury's, Kakkanad",,
4315,2,Perfect spot for brunch. Peaceful and aesthetic.,9/21/2024,Arjun,"Bloomsbury's, Kakkanad",,
4316,5,Great food and lovely ambience. Service was quick.,2/28/2024,Manu,"French Toast, Panampilly",,
4317,1,Perfect spot for brunch. Peaceful and aesthetic.,7/27/2024,Tina,"ChaiCofi, Kochi",,
4318,5,Amazing place to chill. Strong coffee and good music.,10/14/2024,Saniya,"French Toast, Panampilly",,
4319,5,Very average experience. Overpriced for the portion size.,9/26/2024,Anjana,"Kashi Art Café, Fort Kochi",,
4320,3,Small portions. Price doesn’t match quality.,12/1/2024,Mariya,"Bloomsbury's, Kakkanad",,
4321,1,Small portions. Price doesn’t match quality.,3/19/2025,Saniya,"Kashi Art Café, Fort Kochi",,
4322,1,Not worth the hype. Staff seemed uninterested.,1/22/2024,Priya,"Bloomsbury's, Kakkanad",,
4323,4,Perfect spot for brunch. Peaceful and aesthetic.,8/26/2024,Rohit,"French Toast, Panampilly",,
4324,2,Perfect spot for brunch. Peaceful and aesthetic.,7/22/2024,Tina,"Kashi Art Café, Fort Kochi",,
4325,5,Amazing place to chill. Strong coffee and good music.,3/8/2024,Alina,"Bloomsbury's, Kakkanad",,
4326,2,Loved the desserts here! Coffee was perfect.,1/24/2024,Priya,"Kashi Art Café, Fort Kochi",,
4327,5,Service was slow and the food was cold when served.,1/11/2024,Manu,"Bloomsbury's, Kakkanad",,
4328,5,Very average experience. Overpriced for the portion size.,11/15/2024,Naveen,"Bloomsbury's, Kakkanad",,
4329,3,Perfect spot for brunch. Peaceful and aesthetic.,3/23/2025,Manu,"Kashi Art Café, Fort Kochi",,
4330,1,Very average experience. Overpriced for the portion size.,1/22/2025,Joel,"French Toast, Panampilly",,
4331,5,Small portions. Price doesn’t match quality.,6/27/2024,Saniya,"Kashi Art Café, Fort Kochi",,
4332,4,Not worth the hype. Staff seemed uninterested.,11/1/2024,Manu,"Kashi Art Café, Fort Kochi",,
4333,4,Very average experience. Overpriced for the portion size.,8/13/2024,Lekshmi,"Bloomsbury's, Kakkanad",,
4334,2,Great food and lovely ambience. Service was quick.,1/27/2025,Merin,"Bloomsbury's, Kakkanad",,
4335,1,Crowded but food quality is really good.,4/30/2024,Lekshmi,"Kashi Art Café, Fort Kochi",,
4336,4,Service was slow and the food was cold when served.,4/8/2024,Joel,"French Toast, Panampilly",,
4337,4,Crowded but food quality is really good.,9/14/2024,Alina,"French Toast, Panampilly",,
4338,4,Perfect spot for brunch. Peaceful and aesthetic.,4/28/2024,Arjun,"Kashi Art Café, Fort Kochi",,
4339,3,Service was slow and the food was cold when served.,7/26/2024,Sandeep,"Kashi Art Café, Fort Kochi",,
4340,5,Crowded but food quality is really good.,1/5/2024,Gayathri,"ChaiCofi, Kochi",,
4341,1,Great food and lovely ambience. Service was quick.,4/21/2024,Harish,"ChaiCofi, Kochi",,
4342,4,Crowded but food quality is really good.,10/8/2024,Akshay,"ChaiCofi, Kochi",,
4343,3,Loved the desserts here! Coffee was perfect.,6/23/2024,Sneha,"ChaiCofi, Kochi",,
4344,3,Loved the desserts here! Coffee was perfect.,1/21/2024,Naveen,"French Toast, Panampilly",,
4345,4,Great food and lovely ambience. Service was quick.,11/23/2024,Tina,"ChaiCofi, Kochi",,
4346,2,One of the best cafés in Kochi. Highly recommended!,2/17/2024,Manu,"French Toast, Panampilly",,
4347,1,Not worth the hype. Staff seemed uninterested.,11/21/2024,Akshay,"Kashi Art Café, Fort Kochi",,
4348,4,Perfect spot for brunch. Peaceful and aesthetic.,4/10/2024,Anu,"French Toast, Panampilly",,
4349,4,Service was slow and the food was cold when served.,2/11/2025,Mariya,"French Toast, Panampilly",,
4350,5,Not worth the hype. Staff seemed uninterested.,8/27/2024,Mariya,"Kashi Art Café, Fort Kochi",,
4351,3,Great food and lovely ambience. Service was quick.,11/2/2024,Nikhil,"ChaiCofi, Kochi",,
4352,5,Perfect spot for brunch. Peaceful and aesthetic.,1/24/2025,Deepa,"Bloomsbury's, Kakkanad",,
4353,4,Not worth the hype. Staff seemed uninterested.,2/12/2025,Anu,"French Toast, Panampilly",,
4354,4,Great food and lovely ambience. Service was quick.,3/30/2024,Priya,"ChaiCofi, Kochi",,
4355,2,Not worth the hype. Staff seemed uninterested.,3/7/2025,Priya,"ChaiCofi, Kochi",,
4356,5,Great food and lovely ambience. Service was quick.,1/21/2025,Kiran,"ChaiCofi, Kochi",,
4357,2,Great food and lovely ambience. Service was quick.,2/21/2025,Deepa,"ChaiCofi, Kochi",,
4358,3,Service was slow and the food was cold when served.,6/12/2024,Nikhil,"French Toast, Panampilly",,
4359,3,Service was slow and the food was cold when served.,12/10/2024,Naveen,"Kashi Art Café, Fort Kochi",,
4360,4,Very average experience. Overpriced for the portion size.,2/11/2024,Ramesh,"ChaiCofi, Kochi",,
4361,4,Service was slow and the food was cold when served.,3/19/2025,Lekshmi,"ChaiCofi, Kochi",,
4362,4,Very average experience. Overpriced for the portion size.,11/9/2024,Merin,"Kashi Art Café, Fort Kochi",,
4363,4,Service was slow and the food was cold when served.,5/29/2024,Anu,"Kashi Art Café, Fort Kochi",,
4364,5,Not worth the hype. Staff seemed uninterested.,1/7/2025,Naveen,"French Toast, Panampilly",,
4365,4,Service was slow and the food was cold when served.,5/5/2024,Akshay,"ChaiCofi, Kochi",,
4366,2,Great food and lovely ambience. Service was quick.,5/18/2024,Kiran,"Bloomsbury's, Kakkanad",,
4367,3,Small portions. Price doesn’t match quality.,2/16/2024,Arjun,"Kashi Art Café, Fort Kochi",,
4368,1,Loved the desserts here! Coffee was perfect.,6/17/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
4369,2,Perfect spot for brunch. Peaceful and aesthetic.,12/9/2024,Ramesh,"Kashi Art Café, Fort Kochi",,
4370,2,Service was slow and the food was cold when served.,8/18/2024,Tina,"ChaiCofi, Kochi",,
4371,1,Small portions. Price doesn’t match quality.,7/23/2024,Vishnu,"ChaiCofi, Kochi",,
4372,3,Service was slow and the food was cold when served.,10/29/2024,Naveen,"ChaiCofi, Kochi",,
4373,3,Crowded but food quality is really good.,1/29/2025,Merin,"Kashi Art Café, Fort Kochi",,
4374,4,Perfect spot for brunch. Peaceful and aesthetic.,8/25/2024,Nikhil,"Kashi Art Café, Fort Kochi",,
4375,1,Service was slow and the food was cold when served.,11/16/2024,Sandeep,"Bloomsbury's, Kakkanad",,
